rulesText,typeLine,setCode,cardNumber,cost,power,toughness,Title,newText
"Generated effect for card 7749.\nIf this is a bulk test, card 7749 validates row-level rendering.",CREATURE - TESTER,SMO,07749/10000,1,1,3,Card 7749,Variant 7749
"Generated effect for card 7750.\nIf this is a bulk test, card 7750 validates row-level rendering.",CREATURE - TESTER,SMO,07750/10000,2,2,4,Card 7750,Variant 7750
"Generated effect for card 7751.\nIf this is a bulk test, card 7751 validates row-level rendering.",CREATURE - TESTER,SMO,07751/10000,3,3,5,Card 7751,Variant 7751
"Generated effect for card 7752.\nIf this is a bulk test, card 7752 validates row-level rendering.",CREATURE - TESTER,SMO,07752/10000,4,4,6,Card 7752,Variant 7752
"Generated effect for card 7753.\nIf this is a bulk test, card 7753 validates row-level rendering.",CREATURE - TESTER,SMO,07753/10000,5,5,7,Card 7753,Variant 7753
"Generated effect for card 7754.\nIf this is a bulk test, card 7754 validates row-level rendering.",CREATURE - TESTER,SMO,07754/10000,6,6,1,Card 7754,Variant 7754
"Generated effect for card 7755.\nIf this is a bulk test, card 7755 validates row-level rendering.",CREATURE - TESTER,SMO,07755/10000,7,7,2,Card 7755,Variant 7755
"Generated effect for card 7756.\nIf this is a bulk test, card 7756 validates row-level rendering.",CREATURE - TESTER,SMO,07756/10000,8,1,3,Card 7756,Variant 7756
"Generated effect for card 7757.\nIf this is a bulk test, card 7757 validates row-level rendering.",CREATURE - TESTER,SMO,07757/10000,9,2,4,Card 7757,Variant 7757
"Generated effect for card 7758.\nIf this is a bulk test, card 7758 validates row-level rendering.",CREATURE - TESTER,SMO,07758/10000,1,3,5,Card 7758,Variant 7758
"Generated effect for card 7759.\nIf this is a bulk test, card 7759 validates row-level rendering.",CREATURE - TESTER,SMO,07759/10000,2,4,6,Card 7759,Variant 7759
"Generated effect for card 7760.\nIf this is a bulk test, card 7760 validates row-level rendering.",CREATURE - TESTER,SMO,07760/10000,3,5,7,Card 7760,Variant 7760
"Generated effect for card 7761.\nIf this is a bulk test, card 7761 validates row-level rendering.",CREATURE - TESTER,SMO,07761/10000,4,6,1,Card 7761,Variant 7761
"Generated effect for card 7762.\nIf this is a bulk test, card 7762 validates row-level rendering.",CREATURE - TESTER,SMO,07762/10000,5,7,2,Card 7762,Variant 7762
"Generated effect for card 7763.\nIf this is a bulk test, card 7763 validates row-level rendering.",CREATURE - TESTER,SMO,07763/10000,6,1,3,Card 7763,Variant 7763
"Generated effect for card 7764.\nIf this is a bulk test, card 7764 validates row-level rendering.",CREATURE - TESTER,SMO,07764/10000,7,2,4,Card 7764,Variant 7764
"Generated effect for card 7765.\nIf this is a bulk test, card 7765 validates row-level rendering.",CREATURE - TESTER,SMO,07765/10000,8,3,5,Card 7765,Variant 7765
"Generated effect for card 7766.\nIf this is a bulk test, card 7766 validates row-level rendering.",CREATURE - TESTER,SMO,07766/10000,9,4,6,Card 7766,Variant 7766
"Generated effect for card 7767.\nIf this is a bulk test, card 7767 validates row-level rendering.",CREATURE - TESTER,SMO,07767/10000,1,5,7,Card 7767,Variant 7767
"Generated effect for card 7768.\nIf this is a bulk test, card 7768 validates row-level rendering.",CREATURE - TESTER,SMO,07768/10000,2,6,1,Card 7768,Variant 7768
"Generated effect for card 7769.\nIf this is a bulk test, card 7769 validates row-level rendering.",CREATURE - TESTER,SMO,07769/10000,3,7,2,Card 7769,Variant 7769
"Generated effect for card 7770.\nIf this is a bulk test, card 7770 validates row-level rendering.",CREATURE - TESTER,SMO,07770/10000,4,1,3,Card 7770,Variant 7770
"Generated effect for card 7771.\nIf this is a bulk test, card 7771 validates row-level rendering.",CREATURE - TESTER,SMO,07771/10000,5,2,4,Card 7771,Variant 7771
"Generated effect for card 7772.\nIf this is a bulk test, card 7772 validates row-level rendering.",CREATURE - TESTER,SMO,07772/10000,6,3,5,Card 7772,Variant 7772
"Generated effect for card 7773.\nIf this is a bulk test, card 7773 validates row-level rendering.",CREATURE - TESTER,SMO,07773/10000,7,4,6,Card 7773,Variant 7773
"Generated effect for card 7774.\nIf this is a bulk test, card 7774 validates row-level rendering.",CREATURE - TESTER,SMO,07774/10000,8,5,7,Card 7774,Variant 7774
"Generated effect for card 7775.\nIf this is a bulk test, card 7775 validates row-level rendering.",CREATURE - TESTER,SMO,07775/10000,9,6,1,Card 7775,Variant 7775
"Generated effect for card 7776.\nIf this is a bulk test, card 7776 validates row-level rendering.",CREATURE - TESTER,SMO,07776/10000,1,7,2,Card 7776,Variant 7776
"Generated effect for card 7777.\nIf this is a bulk test, card 7777 validates row-level rendering.",CREATURE - TESTER,SMO,07777/10000,2,1,3,Card 7777,Variant 7777
"Generated effect for card 7778.\nIf this is a bulk test, card 7778 validates row-level rendering.",CREATURE - TESTER,SMO,07778/10000,3,2,4,Card 7778,Variant 7778
"Generated effect for card 7779.\nIf this is a bulk test, card 7779 validates row-level rendering.",CREATURE - TESTER,SMO,07779/10000,4,3,5,Card 7779,Variant 7779
"Generated effect for card 7780.\nIf this is a bulk test, card 7780 validates row-level rendering.",CREATURE - TESTER,SMO,07780/10000,5,4,6,Card 7780,Variant 7780
"Generated effect for card 7781.\nIf this is a bulk test, card 7781 validates row-level rendering.",CREATURE - TESTER,SMO,07781/10000,6,5,7,Card 7781,Variant 7781
"Generated effect for card 7782.\nIf this is a bulk test, card 7782 validates row-level rendering.",CREATURE - TESTER,SMO,07782/10000,7,6,1,Card 7782,Variant 7782
"Generated effect for card 7783.\nIf this is a bulk test, card 7783 validates row-level rendering.",CREATURE - TESTER,SMO,07783/10000,8,7,2,Card 7783,Variant 7783
"Generated effect for card 7784.\nIf this is a bulk test, card 7784 validates row-level rendering.",CREATURE - TESTER,SMO,07784/10000,9,1,3,Card 7784,Variant 7784
"Generated effect for card 7785.\nIf this is a bulk test, card 7785 validates row-level rendering.",CREATURE - TESTER,SMO,07785/10000,1,2,4,Card 7785,Variant 7785
"Generated effect for card 7786.\nIf this is a bulk test, card 7786 validates row-level rendering.",CREATURE - TESTER,SMO,07786/10000,2,3,5,Card 7786,Variant 7786
"Generated effect for card 7787.\nIf this is a bulk test, card 7787 validates row-level rendering.",CREATURE - TESTER,SMO,07787/10000,3,4,6,Card 7787,Variant 7787
"Generated effect for card 7788.\nIf this is a bulk test, card 7788 validates row-level rendering.",CREATURE - TESTER,SMO,07788/10000,4,5,7,Card 7788,Variant 7788
"Generated effect for card 7789.\nIf this is a bulk test, card 7789 validates row-level rendering.",CREATURE - TESTER,SMO,07789/10000,5,6,1,Card 7789,Variant 7789
"Generated effect for card 7790.\nIf this is a bulk test, card 7790 validates row-level rendering.",CREATURE - TESTER,SMO,07790/10000,6,7,2,Card 7790,Variant 7790
"Generated effect for card 7791.\nIf this is a bulk test, card 7791 validates row-level rendering.",CREATURE - TESTER,SMO,07791/10000,7,1,3,Card 7791,Variant 7791
"Generated effect for card 7792.\nIf this is a bulk test, card 7792 validates row-level rendering.",CREATURE - TESTER,SMO,07792/10000,8,2,4,Card 7792,Variant 7792
"Generated effect for card 7793.\nIf this is a bulk test, card 7793 validates row-level rendering.",CREATURE - TESTER,SMO,07793/10000,9,3,5,Card 7793,Variant 7793
"Generated effect for card 7794.\nIf this is a bulk test, card 7794 validates row-level rendering.",CREATURE - TESTER,SMO,07794/10000,1,4,6,Card 7794,Variant 7794
"Generated effect for card 7795.\nIf this is a bulk test, card 7795 validates row-level rendering.",CREATURE - TESTER,SMO,07795/10000,2,5,7,Card 7795,Variant 7795
"Generated effect for card 7796.\nIf this is a bulk test, card 7796 validates row-level rendering.",CREATURE - TESTER,SMO,07796/10000,3,6,1,Card 7796,Variant 7796
"Generated effect for card 7797.\nIf this is a bulk test, card 7797 validates row-level rendering.",CREATURE - TESTER,SMO,07797/10000,4,7,2,Card 7797,Variant 7797
"Generated effect for card 7798.\nIf this is a bulk test, card 7798 validates row-level rendering.",CREATURE - TESTER,SMO,07798/10000,5,1,3,Card 7798,Variant 7798
"Generated effect for card 7799.\nIf this is a bulk test, card 7799 validates row-level rendering.",CREATURE - TESTER,SMO,07799/10000,6,2,4,Card 7799,Variant 7799
"Generated effect for card 7800.\nIf this is a bulk test, card 7800 validates row-level rendering.",CREATURE - TESTER,SMO,07800/10000,7,3,5,Card 7800,Variant 7800
"Generated effect for card 7801.\nIf this is a bulk test, card 7801 validates row-level rendering.",CREATURE - TESTER,SMO,07801/10000,8,4,6,Card 7801,Variant 7801
"Generated effect for card 7802.\nIf this is a bulk test, card 7802 validates row-level rendering.",CREATURE - TESTER,SMO,07802/10000,9,5,7,Card 7802,Variant 7802
"Generated effect for card 7803.\nIf this is a bulk test, card 7803 validates row-level rendering.",CREATURE - TESTER,SMO,07803/10000,1,6,1,Card 7803,Variant 7803
"Generated effect for card 7804.\nIf this is a bulk test, card 7804 validates row-level rendering.",CREATURE - TESTER,SMO,07804/10000,2,7,2,Card 7804,Variant 7804
"Generated effect for card 7805.\nIf this is a bulk test, card 7805 validates row-level rendering.",CREATURE - TESTER,SMO,07805/10000,3,1,3,Card 7805,Variant 7805
"Generated effect for card 7806.\nIf this is a bulk test, card 7806 validates row-level rendering.",CREATURE - TESTER,SMO,07806/10000,4,2,4,Card 7806,Variant 7806
"Generated effect for card 7807.\nIf this is a bulk test, card 7807 validates row-level rendering.",CREATURE - TESTER,SMO,07807/10000,5,3,5,Card 7807,Variant 7807
"Generated effect for card 7808.\nIf this is a bulk test, card 7808 validates row-level rendering.",CREATURE - TESTER,SMO,07808/10000,6,4,6,Card 7808,Variant 7808
"Generated effect for card 7809.\nIf this is a bulk test, card 7809 validates row-level rendering.",CREATURE - TESTER,SMO,07809/10000,7,5,7,Card 7809,Variant 7809
"Generated effect for card 7810.\nIf this is a bulk test, card 7810 validates row-level rendering.",CREATURE - TESTER,SMO,07810/10000,8,6,1,Card 7810,Variant 7810
"Generated effect for card 7811.\nIf this is a bulk test, card 7811 validates row-level rendering.",CREATURE - TESTER,SMO,07811/10000,9,7,2,Card 7811,Variant 7811
"Generated effect for card 7812.\nIf this is a bulk test, card 7812 validates row-level rendering.",CREATURE - TESTER,SMO,07812/10000,1,1,3,Card 7812,Variant 7812
"Generated effect for card 7813.\nIf this is a bulk test, card 7813 validates row-level rendering.",CREATURE - TESTER,SMO,07813/10000,2,2,4,Card 7813,Variant 7813
"Generated effect for card 7814.\nIf this is a bulk test, card 7814 validates row-level rendering.",CREATURE - TESTER,SMO,07814/10000,3,3,5,Card 7814,Variant 7814
"Generated effect for card 7815.\nIf this is a bulk test, card 7815 validates row-level rendering.",CREATURE - TESTER,SMO,07815/10000,4,4,6,Card 7815,Variant 7815
"Generated effect for card 7816.\nIf this is a bulk test, card 7816 validates row-level rendering.",CREATURE - TESTER,SMO,07816/10000,5,5,7,Card 7816,Variant 7816
"Generated effect for card 7817.\nIf this is a bulk test, card 7817 validates row-level rendering.",CREATURE - TESTER,SMO,07817/10000,6,6,1,Card 7817,Variant 7817
"Generated effect for card 7818.\nIf this is a bulk test, card 7818 validates row-level rendering.",CREATURE - TESTER,SMO,07818/10000,7,7,2,Card 7818,Variant 7818
"Generated effect for card 7819.\nIf this is a bulk test, card 7819 validates row-level rendering.",CREATURE - TESTER,SMO,07819/10000,8,1,3,Card 7819,Variant 7819
"Generated effect for card 7820.\nIf this is a bulk test, card 7820 validates row-level rendering.",CREATURE - TESTER,SMO,07820/10000,9,2,4,Card 7820,Variant 7820
"Generated effect for card 7821.\nIf this is a bulk test, card 7821 validates row-level rendering.",CREATURE - TESTER,SMO,07821/10000,1,3,5,Card 7821,Variant 7821
"Generated effect for card 7822.\nIf this is a bulk test, card 7822 validates row-level rendering.",CREATURE - TESTER,SMO,07822/10000,2,4,6,Card 7822,Variant 7822
"Generated effect for card 7823.\nIf this is a bulk test, card 7823 validates row-level rendering.",CREATURE - TESTER,SMO,07823/10000,3,5,7,Card 7823,Variant 7823
"Generated effect for card 7824.\nIf this is a bulk test, card 7824 validates row-level rendering.",CREATURE - TESTER,SMO,07824/10000,4,6,1,Card 7824,Variant 7824
"Generated effect for card 7825.\nIf this is a bulk test, card 7825 validates row-level rendering.",CREATURE - TESTER,SMO,07825/10000,5,7,2,Card 7825,Variant 7825
"Generated effect for card 7826.\nIf this is a bulk test, card 7826 validates row-level rendering.",CREATURE - TESTER,SMO,07826/10000,6,1,3,Card 7826,Variant 7826
"Generated effect for card 7827.\nIf this is a bulk test, card 7827 validates row-level rendering.",CREATURE - TESTER,SMO,07827/10000,7,2,4,Card 7827,Variant 7827
"Generated effect for card 7828.\nIf this is a bulk test, card 7828 validates row-level rendering.",CREATURE - TESTER,SMO,07828/10000,8,3,5,Card 7828,Variant 7828
"Generated effect for card 7829.\nIf this is a bulk test, card 7829 validates row-level rendering.",CREATURE - TESTER,SMO,07829/10000,9,4,6,Card 7829,Variant 7829
"Generated effect for card 7830.\nIf this is a bulk test, card 7830 validates row-level rendering.",CREATURE - TESTER,SMO,07830/10000,1,5,7,Card 7830,Variant 7830
"Generated effect for card 7831.\nIf this is a bulk test, card 7831 validates row-level rendering.",CREATURE - TESTER,SMO,07831/10000,2,6,1,Card 7831,Variant 7831
"Generated effect for card 7832.\nIf this is a bulk test, card 7832 validates row-level rendering.",CREATURE - TESTER,SMO,07832/10000,3,7,2,Card 7832,Variant 7832
"Generated effect for card 7833.\nIf this is a bulk test, card 7833 validates row-level rendering.",CREATURE - TESTER,SMO,07833/10000,4,1,3,Card 7833,Variant 7833
"Generated effect for card 7834.\nIf this is a bulk test, card 7834 validates row-level rendering.",CREATURE - TESTER,SMO,07834/10000,5,2,4,Card 7834,Variant 7834
"Generated effect for card 7835.\nIf this is a bulk test, card 7835 validates row-level rendering.",CREATURE - TESTER,SMO,07835/10000,6,3,5,Card 7835,Variant 7835
"Generated effect for card 7836.\nIf this is a bulk test, card 7836 validates row-level rendering.",CREATURE - TESTER,SMO,07836/10000,7,4,6,Card 7836,Variant 7836
"Generated effect for card 7837.\nIf this is a bulk test, card 7837 validates row-level rendering.",CREATURE - TESTER,SMO,07837/10000,8,5,7,Card 7837,Variant 7837
"Generated effect for card 7838.\nIf this is a bulk test, card 7838 validates row-level rendering.",CREATURE - TESTER,SMO,07838/10000,9,6,1,Card 7838,Variant 7838
"Generated effect for card 7839.\nIf this is a bulk test, card 7839 validates row-level rendering.",CREATURE - TESTER,SMO,07839/10000,1,7,2,Card 7839,Variant 7839
"Generated effect for card 7840.\nIf this is a bulk test, card 7840 validates row-level rendering.",CREATURE - TESTER,SMO,07840/10000,2,1,3,Card 7840,Variant 7840
"Generated effect for card 7841.\nIf this is a bulk test, card 7841 validates row-level rendering.",CREATURE - TESTER,SMO,07841/10000,3,2,4,Card 7841,Variant 7841
"Generated effect for card 7842.\nIf this is a bulk test, card 7842 validates row-level rendering.",CREATURE - TESTER,SMO,07842/10000,4,3,5,Card 7842,Variant 7842
"Generated effect for card 7843.\nIf this is a bulk test, card 7843 validates row-level rendering.",CREATURE - TESTER,SMO,07843/10000,5,4,6,Card 7843,Variant 7843
"Generated effect for card 7844.\nIf this is a bulk test, card 7844 validates row-level rendering.",CREATURE - TESTER,SMO,07844/10000,6,5,7,Card 7844,Variant 7844
"Generated effect for card 7845.\nIf this is a bulk test, card 7845 validates row-level rendering.",CREATURE - TESTER,SMO,07845/10000,7,6,1,Card 7845,Variant 7845
"Generated effect for card 7846.\nIf this is a bulk test, card 7846 validates row-level rendering.",CREATURE - TESTER,SMO,07846/10000,8,7,2,Card 7846,Variant 7846
"Generated effect for card 7847.\nIf this is a bulk test, card 7847 validates row-level rendering.",CREATURE - TESTER,SMO,07847/10000,9,1,3,Card 7847,Variant 7847
"Generated effect for card 7848.\nIf this is a bulk test, card 7848 validates row-level rendering.",CREATURE - TESTER,SMO,07848/10000,1,2,4,Card 7848,Variant 7848
"Generated effect for card 7849.\nIf this is a bulk test, card 7849 validates row-level rendering.",CREATURE - TESTER,SMO,07849/10000,2,3,5,Card 7849,Variant 7849
"Generated effect for card 7850.\nIf this is a bulk test, card 7850 validates row-level rendering.",CREATURE - TESTER,SMO,07850/10000,3,4,6,Card 7850,Variant 7850
"Generated effect for card 7851.\nIf this is a bulk test, card 7851 validates row-level rendering.",CREATURE - TESTER,SMO,07851/10000,4,5,7,Card 7851,Variant 7851
"Generated effect for card 7852.\nIf this is a bulk test, card 7852 validates row-level rendering.",CREATURE - TESTER,SMO,07852/10000,5,6,1,Card 7852,Variant 7852
"Generated effect for card 7853.\nIf this is a bulk test, card 7853 validates row-level rendering.",CREATURE - TESTER,SMO,07853/10000,6,7,2,Card 7853,Variant 7853
"Generated effect for card 7854.\nIf this is a bulk test, card 7854 validates row-level rendering.",CREATURE - TESTER,SMO,07854/10000,7,1,3,Card 7854,Variant 7854
"Generated effect for card 7855.\nIf this is a bulk test, card 7855 validates row-level rendering.",CREATURE - TESTER,SMO,07855/10000,8,2,4,Card 7855,Variant 7855
"Generated effect for card 7856.\nIf this is a bulk test, card 7856 validates row-level rendering.",CREATURE - TESTER,SMO,07856/10000,9,3,5,Card 7856,Variant 7856
"Generated effect for card 7857.\nIf this is a bulk test, card 7857 validates row-level rendering.",CREATURE - TESTER,SMO,07857/10000,1,4,6,Card 7857,Variant 7857
"Generated effect for card 7858.\nIf this is a bulk test, card 7858 validates row-level rendering.",CREATURE - TESTER,SMO,07858/10000,2,5,7,Card 7858,Variant 7858
"Generated effect for card 7859.\nIf this is a bulk test, card 7859 validates row-level rendering.",CREATURE - TESTER,SMO,07859/10000,3,6,1,Card 7859,Variant 7859
"Generated effect for card 7860.\nIf this is a bulk test, card 7860 validates row-level rendering.",CREATURE - TESTER,SMO,07860/10000,4,7,2,Card 7860,Variant 7860
"Generated effect for card 7861.\nIf this is a bulk test, card 7861 validates row-level rendering.",CREATURE - TESTER,SMO,07861/10000,5,1,3,Card 7861,Variant 7861
"Generated effect for card 7862.\nIf this is a bulk test, card 7862 validates row-level rendering.",CREATURE - TESTER,SMO,07862/10000,6,2,4,Card 7862,Variant 7862
"Generated effect for card 7863.\nIf this is a bulk test, card 7863 validates row-level rendering.",CREATURE - TESTER,SMO,07863/10000,7,3,5,Card 7863,Variant 7863
"Generated effect for card 7864.\nIf this is a bulk test, card 7864 validates row-level rendering.",CREATURE - TESTER,SMO,07864/10000,8,4,6,Card 7864,Variant 7864
"Generated effect for card 7865.\nIf this is a bulk test, card 7865 validates row-level rendering.",CREATURE - TESTER,SMO,07865/10000,9,5,7,Card 7865,Variant 7865
"Generated effect for card 7866.\nIf this is a bulk test, card 7866 validates row-level rendering.",CREATURE - TESTER,SMO,07866/10000,1,6,1,Card 7866,Variant 7866
"Generated effect for card 7867.\nIf this is a bulk test, card 7867 validates row-level rendering.",CREATURE - TESTER,SMO,07867/10000,2,7,2,Card 7867,Variant 7867
"Generated effect for card 7868.\nIf this is a bulk test, card 7868 validates row-level rendering.",CREATURE - TESTER,SMO,07868/10000,3,1,3,Card 7868,Variant 7868
"Generated effect for card 7869.\nIf this is a bulk test, card 7869 validates row-level rendering.",CREATURE - TESTER,SMO,07869/10000,4,2,4,Card 7869,Variant 7869
"Generated effect for card 7870.\nIf this is a bulk test, card 7870 validates row-level rendering.",CREATURE - TESTER,SMO,07870/10000,5,3,5,Card 7870,Variant 7870
"Generated effect for card 7871.\nIf this is a bulk test, card 7871 validates row-level rendering.",CREATURE - TESTER,SMO,07871/10000,6,4,6,Card 7871,Variant 7871
"Generated effect for card 7872.\nIf this is a bulk test, card 7872 validates row-level rendering.",CREATURE - TESTER,SMO,07872/10000,7,5,7,Card 7872,Variant 7872
"Generated effect for card 7873.\nIf this is a bulk test, card 7873 validates row-level rendering.",CREATURE - TESTER,SMO,07873/10000,8,6,1,Card 7873,Variant 7873
"Generated effect for card 7874.\nIf this is a bulk test, card 7874 validates row-level rendering.",CREATURE - TESTER,SMO,07874/10000,9,7,2,Card 7874,Variant 7874
"Generated effect for card 7875.\nIf this is a bulk test, card 7875 validates row-level rendering.",CREATURE - TESTER,SMO,07875/10000,1,1,3,Card 7875,Variant 7875
"Generated effect for card 7876.\nIf this is a bulk test, card 7876 validates row-level rendering.",CREATURE - TESTER,SMO,07876/10000,2,2,4,Card 7876,Variant 7876
"Generated effect for card 7877.\nIf this is a bulk test, card 7877 validates row-level rendering.",CREATURE - TESTER,SMO,07877/10000,3,3,5,Card 7877,Variant 7877
"Generated effect for card 7878.\nIf this is a bulk test, card 7878 validates row-level rendering.",CREATURE - TESTER,SMO,07878/10000,4,4,6,Card 7878,Variant 7878
"Generated effect for card 7879.\nIf this is a bulk test, card 7879 validates row-level rendering.",CREATURE - TESTER,SMO,07879/10000,5,5,7,Card 7879,Variant 7879
"Generated effect for card 7880.\nIf this is a bulk test, card 7880 validates row-level rendering.",CREATURE - TESTER,SMO,07880/10000,6,6,1,Card 7880,Variant 7880
"Generated effect for card 7881.\nIf this is a bulk test, card 7881 validates row-level rendering.",CREATURE - TESTER,SMO,07881/10000,7,7,2,Card 7881,Variant 7881
"Generated effect for card 7882.\nIf this is a bulk test, card 7882 validates row-level rendering.",CREATURE - TESTER,SMO,07882/10000,8,1,3,Card 7882,Variant 7882
"Generated effect for card 7883.\nIf this is a bulk test, card 7883 validates row-level rendering.",CREATURE - TESTER,SMO,07883/10000,9,2,4,Card 7883,Variant 7883
"Generated effect for card 7884.\nIf this is a bulk test, card 7884 validates row-level rendering.",CREATURE - TESTER,SMO,07884/10000,1,3,5,Card 7884,Variant 7884
"Generated effect for card 7885.\nIf this is a bulk test, card 7885 validates row-level rendering.",CREATURE - TESTER,SMO,07885/10000,2,4,6,Card 7885,Variant 7885
"Generated effect for card 7886.\nIf this is a bulk test, card 7886 validates row-level rendering.",CREATURE - TESTER,SMO,07886/10000,3,5,7,Card 7886,Variant 7886
"Generated effect for card 7887.\nIf this is a bulk test, card 7887 validates row-level rendering.",CREATURE - TESTER,SMO,07887/10000,4,6,1,Card 7887,Variant 7887
"Generated effect for card 7888.\nIf this is a bulk test, card 7888 validates row-level rendering.",CREATURE - TESTER,SMO,07888/10000,5,7,2,Card 7888,Variant 7888
"Generated effect for card 7889.\nIf this is a bulk test, card 7889 validates row-level rendering.",CREATURE - TESTER,SMO,07889/10000,6,1,3,Card 7889,Variant 7889
"Generated effect for card 7890.\nIf this is a bulk test, card 7890 validates row-level rendering.",CREATURE - TESTER,SMO,07890/10000,7,2,4,Card 7890,Variant 7890
"Generated effect for card 7891.\nIf this is a bulk test, card 7891 validates row-level rendering.",CREATURE - TESTER,SMO,07891/10000,8,3,5,Card 7891,Variant 7891
"Generated effect for card 7892.\nIf this is a bulk test, card 7892 validates row-level rendering.",CREATURE - TESTER,SMO,07892/10000,9,4,6,Card 7892,Variant 7892
"Generated effect for card 7893.\nIf this is a bulk test, card 7893 validates row-level rendering.",CREATURE - TESTER,SMO,07893/10000,1,5,7,Card 7893,Variant 7893
"Generated effect for card 7894.\nIf this is a bulk test, card 7894 validates row-level rendering.",CREATURE - TESTER,SMO,07894/10000,2,6,1,Card 7894,Variant 7894
"Generated effect for card 7895.\nIf this is a bulk test, card 7895 validates row-level rendering.",CREATURE - TESTER,SMO,07895/10000,3,7,2,Card 7895,Variant 7895
"Generated effect for card 7896.\nIf this is a bulk test, card 7896 validates row-level rendering.",CREATURE - TESTER,SMO,07896/10000,4,1,3,Card 7896,Variant 7896
"Generated effect for card 7897.\nIf this is a bulk test, card 7897 validates row-level rendering.",CREATURE - TESTER,SMO,07897/10000,5,2,4,Card 7897,Variant 7897
"Generated effect for card 7898.\nIf this is a bulk test, card 7898 validates row-level rendering.",CREATURE - TESTER,SMO,07898/10000,6,3,5,Card 7898,Variant 7898
"Generated effect for card 7899.\nIf this is a bulk test, card 7899 validates row-level rendering.",CREATURE - TESTER,SMO,07899/10000,7,4,6,Card 7899,Variant 7899
"Generated effect for card 7900.\nIf this is a bulk test, card 7900 validates row-level rendering.",CREATURE - TESTER,SMO,07900/10000,8,5,7,Card 7900,Variant 7900
"Generated effect for card 7901.\nIf this is a bulk test, card 7901 validates row-level rendering.",CREATURE - TESTER,SMO,07901/10000,9,6,1,Card 7901,Variant 7901
"Generated effect for card 7902.\nIf this is a bulk test, card 7902 validates row-level rendering.",CREATURE - TESTER,SMO,07902/10000,1,7,2,Card 7902,Variant 7902
"Generated effect for card 7903.\nIf this is a bulk test, card 7903 validates row-level rendering.",CREATURE - TESTER,SMO,07903/10000,2,1,3,Card 7903,Variant 7903
"Generated effect for card 7904.\nIf this is a bulk test, card 7904 validates row-level rendering.",CREATURE - TESTER,SMO,07904/10000,3,2,4,Card 7904,Variant 7904
"Generated effect for card 7905.\nIf this is a bulk test, card 7905 validates row-level rendering.",CREATURE - TESTER,SMO,07905/10000,4,3,5,Card 7905,Variant 7905
"Generated effect for card 7906.\nIf this is a bulk test, card 7906 validates row-level rendering.",CREATURE - TESTER,SMO,07906/10000,5,4,6,Card 7906,Variant 7906
"Generated effect for card 7907.\nIf this is a bulk test, card 7907 validates row-level rendering.",CREATURE - TESTER,SMO,07907/10000,6,5,7,Card 7907,Variant 7907
"Generated effect for card 7908.\nIf this is a bulk test, card 7908 validates row-level rendering.",CREATURE - TESTER,SMO,07908/10000,7,6,1,Card 7908,Variant 7908
"Generated effect for card 7909.\nIf this is a bulk test, card 7909 validates row-level rendering.",CREATURE - TESTER,SMO,07909/10000,8,7,2,Card 7909,Variant 7909
"Generated effect for card 7910.\nIf this is a bulk test, card 7910 validates row-level rendering.",CREATURE - TESTER,SMO,07910/10000,9,1,3,Card 7910,Variant 7910
"Generated effect for card 7911.\nIf this is a bulk test, card 7911 validates row-level rendering.",CREATURE - TESTER,SMO,07911/10000,1,2,4,Card 7911,Variant 7911
"Generated effect for card 7912.\nIf this is a bulk test, card 7912 validates row-level rendering.",CREATURE - TESTER,SMO,07912/10000,2,3,5,Card 7912,Variant 7912
"Generated effect for card 7913.\nIf this is a bulk test, card 7913 validates row-level rendering.",CREATURE - TESTER,SMO,07913/10000,3,4,6,Card 7913,Variant 7913
"Generated effect for card 7914.\nIf this is a bulk test, card 7914 validates row-level rendering.",CREATURE - TESTER,SMO,07914/10000,4,5,7,Card 7914,Variant 7914
"Generated effect for card 7915.\nIf this is a bulk test, card 7915 validates row-level rendering.",CREATURE - TESTER,SMO,07915/10000,5,6,1,Card 7915,Variant 7915
"Generated effect for card 7916.\nIf this is a bulk test, card 7916 validates row-level rendering.",CREATURE - TESTER,SMO,07916/10000,6,7,2,Card 7916,Variant 7916
"Generated effect for card 7917.\nIf this is a bulk test, card 7917 validates row-level rendering.",CREATURE - TESTER,SMO,07917/10000,7,1,3,Card 7917,Variant 7917
"Generated effect for card 7918.\nIf this is a bulk test, card 7918 validates row-level rendering.",CREATURE - TESTER,SMO,07918/10000,8,2,4,Card 7918,Variant 7918
"Generated effect for card 7919.\nIf this is a bulk test, card 7919 validates row-level rendering.",CREATURE - TESTER,SMO,07919/10000,9,3,5,Card 7919,Variant 7919
"Generated effect for card 7920.\nIf this is a bulk test, card 7920 validates row-level rendering.",CREATURE - TESTER,SMO,07920/10000,1,4,6,Card 7920,Variant 7920
"Generated effect for card 7921.\nIf this is a bulk test, card 7921 validates row-level rendering.",CREATURE - TESTER,SMO,07921/10000,2,5,7,Card 7921,Variant 7921
"Generated effect for card 7922.\nIf this is a bulk test, card 7922 validates row-level rendering.",CREATURE - TESTER,SMO,07922/10000,3,6,1,Card 7922,Variant 7922
"Generated effect for card 7923.\nIf this is a bulk test, card 7923 validates row-level rendering.",CREATURE - TESTER,SMO,07923/10000,4,7,2,Card 7923,Variant 7923
"Generated effect for card 7924.\nIf this is a bulk test, card 7924 validates row-level rendering.",CREATURE - TESTER,SMO,07924/10000,5,1,3,Card 7924,Variant 7924
